Short_Name,Full_Name
B19126m11,"Median family income in the past 12 months (in 2012 inflation-adjusted dollars) -- Other family -- Female householder, no husband present -- No own children under 18 years:   Families -- (Margin of Error)"
B19127e1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Estimate)
B19127m1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Margin of Error)
B19128e1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Estimate)
B19128m1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Margin of Error)
B19128e2,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married-couple family:   Families -- (Estimate)
B19128m2,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married-couple family:   Families -- (Margin of Error)
B19128e3,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married-couple family:  With own children under 18 years:   Families -- (Estimate)
B19128m3,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married-couple family:  With own children under 18 years:   Families -- (Margin of Error)
B19128e4,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married-couple family:  No own children under 18 years:   Families -- (Estimate)
B19128m4,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married-couple family:  No own children under 18 years:   Families -- (Margin of Error)
B19128e5,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:   Families -- (Estimate)
B19128m5,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:   Families -- (Margin of Error)
B19128e6,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Male householder, no wife present:   Families -- (Estimate)"
B19128m6,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Male householder, no wife present:   Families -- (Margin of Error)"
B19128e7,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Male householder, no wife present:  With own children under 18 years:   Families -- (Estimate)"
B19128m7,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Male householder, no wife present:  With own children under 18 years:   Families -- (Margin of Error)"
B19128e8,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Male householder, no wife present:  No own children under 18 years:   Families -- (Estimate)"
B19128m8,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Male householder, no wife present:  No own children under 18 years:   Families -- (Margin of Error)"
B19128e9,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Female householder, no husband present:   Families -- (Estimate)"
B19128m9,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Female householder, no husband present:   Families -- (Margin of Error)"
B19128e10,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Female householder, no husband present:  With own children under 18 years:   Families -- (Estimate)"
B19128m10,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Female householder, no husband present:  With own children under 18 years:   Families -- (Margin of Error)"
B19128e11,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Female householder, no husband present:  No own children under 18 years:   Families -- (Estimate)"
B19128m11,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family:  Female householder, no husband present:  No own children under 18 years:   Families -- (Margin of Error)"
B19129e1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Estimate)
B19129m1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Margin of Error)
B19129e2,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  No workers (dollars):   Families -- (Estimate)
B19129m2,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  No workers (dollars):   Families -- (Margin of Error)
B19129e3,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  1 worker (dollars):   Families -- (Estimate)
B19129m3,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  1 worker (dollars):   Families -- (Margin of Error)
B19129e4,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  2 workers, husband and wife worked (dollars):   Families -- (Estimate)"
B19129m4,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  2 workers, husband and wife worked (dollars):   Families -- (Margin of Error)"
B19129e5,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  2 workers, other (dollars):   Families -- (Estimate)"
B19129m5,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  2 workers, other (dollars):   Families -- (Margin of Error)"
B19129e6,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  3 or more workers, husband and wife worked (dollars):   Families -- (Estimate)"
B19129m6,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  3 or more workers, husband and wife worked (dollars):   Families -- (Margin of Error)"
B19129e7,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  3 or more workers, other (dollars):   Families -- (Estimate)"
B19129m7,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  3 or more workers, other (dollars):   Families -- (Margin of Error)"
B19130e1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Estimate)
B19130m1,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):   Families -- (Margin of Error)
B19130e2,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):   Families -- (Estimate)
B19130m2,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):   Families -- (Margin of Error)
B19130e3,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 15 to 24 years (dollars):   Families -- (Estimate)
B19130m3,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 15 to 24 years (dollars):   Families -- (Margin of Error)
B19130e4,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 25 to 34 years (dollars):   Families -- (Estimate)
B19130m4,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 25 to 34 years (dollars):   Families -- (Margin of Error)
B19130e5,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 35 to 44 years (dollars):   Families -- (Estimate)
B19130m5,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 35 to 44 years (dollars):   Families -- (Margin of Error)
B19130e6,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 45 to 54 years (dollars):   Families -- (Estimate)
B19130m6,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 45 to 54 years (dollars):   Families -- (Margin of Error)
B19130e7,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 55 to 59 years (dollars):   Families -- (Estimate)
B19130m7,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 55 to 59 years (dollars):   Families -- (Margin of Error)
B19130e8,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 60 to 64 years (dollars):   Families -- (Estimate)
B19130m8,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 60 to 64 years (dollars):   Families -- (Margin of Error)
B19130e9,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 65 to 74 years (dollars):   Families -- (Estimate)
B19130m9,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 65 to 74 years (dollars):   Families -- (Margin of Error)
B19130e10,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 75 years and over (dollars):   Families -- (Estimate)
B19130m10,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Married couple family (dollars):  Householder 75 years and over (dollars):   Families -- (Margin of Error)
B19130e11,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):   Families -- (Estimate)
B19130m11,Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):   Families -- (Margin of Error)
B19130e12,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):   Families -- (Estimate)"
B19130m12,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):   Families -- (Margin of Error)"
B19130e13,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 15 to 24 years (dollars):   Families -- (Estimate)"
B19130m13,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 15 to 24 years (dollars):   Families -- (Margin of Error)"
B19130e14,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 25 to 34 years (dollars):   Families -- (Estimate)"
B19130m14,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 25 to 34 years (dollars):   Families -- (Margin of Error)"
B19130e15,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 35 to 44 years (dollars):   Families -- (Estimate)"
B19130m15,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 35 to 44 years (dollars):   Families -- (Margin of Error)"
B19130e16,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 45 to 54 years (dollars):   Families -- (Estimate)"
B19130m16,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 45 to 54 years (dollars):   Families -- (Margin of Error)"
B19130e17,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 55 to 59 years (dollars):   Families -- (Estimate)"
B19130m17,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 55 to 59 years (dollars):   Families -- (Margin of Error)"
B19130e18,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 60 to 64 years (dollars):   Families -- (Estimate)"
B19130m18,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 60 to 64 years (dollars):   Families -- (Margin of Error)"
B19130e19,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 65 to 74 years (dollars):   Families -- (Estimate)"
B19130m19,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 65 to 74 years (dollars):   Families -- (Margin of Error)"
B19130e20,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 75 years and over (dollars):   Families -- (Estimate)"
B19130m20,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Male householder, no wife present (dollars):  Householder 75 years and over (dollars):   Families -- (Margin of Error)"
B19130e21,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):   Families -- (Estimate)"
B19130m21,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):   Families -- (Margin of Error)"
B19130e22,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 15 to 24 years (dollars):   Families -- (Estimate)"
B19130m22,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 15 to 24 years (dollars):   Families -- (Margin of Error)"
B19130e23,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 25 to 34 years (dollars):   Families -- (Estimate)"
B19130m23,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 25 to 34 years (dollars):   Families -- (Margin of Error)"
B19130e24,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 35 to 44 years (dollars):   Families -- (Estimate)"
B19130m24,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 35 to 44 years (dollars):   Families -- (Margin of Error)"
B19130e25,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 45 to 54 years (dollars):   Families -- (Estimate)"
B19130m25,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 45 to 54 years (dollars):   Families -- (Margin of Error)"
B19130e26,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 55 to 59 years (dollars):   Families -- (Estimate)"
B19130m26,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 55 to 59 years (dollars):   Families -- (Margin of Error)"
B19130e27,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 60 to 64 years (dollars):   Families -- (Estimate)"
B19130m27,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 60 to 64 years (dollars):   Families -- (Margin of Error)"
B19130e28,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 65 to 74 years (dollars):   Families -- (Estimate)"
B19130m28,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 65 to 74 years (dollars):   Families -- (Margin of Error)"
B19130e29,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 75 years and over (dollars):   Families -- (Estimate)"
B19130m29,"Aggregate family income in the past 12 months (in 2012 inflation-adjusted dollars):  Other family (dollars):  Female householder, no husband present (dollars):  Householder 75 years and over (dollars):   Families -- (Margin of Error)"
B19131e1,Total:   Families -- (Estimate)
B19131m1,Total:   Families -- (Margin of Error)
B19131e2,Married-couple family:   Families -- (Estimate)
B19131m2,Married-couple family:   Families -- (Margin of Error)
B19131e3,Married-couple family:  With own children under 18 years:   Families -- (Estimate)
B19131m3,Married-couple family:  With own children under 18 years:   Families -- (Margin of Error)
B19131e4,"Married-couple family:  With own children under 18 years:  Less than $10,000:   Families -- (Estimate)"
B19131m4,"Married-couple family:  With own children under 18 years:  Less than $10,000:   Families -- (Margin of Error)"
B19131e5,"Married-couple family:  With own children under 18 years:  $10,000 to $14,999:   Families -- (Estimate)"
B19131m5,"Married-couple family:  With own children under 18 years:  $10,000 to $14,999:   Families -- (Margin of Error)"
B19131e6,"Married-couple family:  With own children under 18 years:  $15,000 to $19,999:   Families -- (Estimate)"
B19131m6,"Married-couple family:  With own children under 18 years:  $15,000 to $19,999:   Families -- (Margin of Error)"
B19131e7,"Married-couple family:  With own children under 18 years:  $20,000 to $24,999:   Families -- (Estimate)"
B19131m7,"Married-couple family:  With own children under 18 years:  $20,000 to $24,999:   Families -- (Margin of Error)"
B19131e8,"Married-couple family:  With own children under 18 years:  $25,000 to $29,999:   Families -- (Estimate)"
B19131m8,"Married-couple family:  With own children under 18 years:  $25,000 to $29,999:   Families -- (Margin of Error)"
B19131e9,"Married-couple family:  With own children under 18 years:  $30,000 to $34,999:   Families -- (Estimate)"
B19131m9,"Married-couple family:  With own children under 18 years:  $30,000 to $34,999:   Families -- (Margin of Error)"
B19131e10,"Married-couple family:  With own children under 18 years:  $35,000 to $39,999:   Families -- (Estimate)"
B19131m10,"Married-couple family:  With own children under 18 years:  $35,000 to $39,999:   Families -- (Margin of Error)"
B19131e11,"Married-couple family:  With own children under 18 years:  $40,000 to $44,999:   Families -- (Estimate)"
B19131m11,"Married-couple family:  With own children under 18 years:  $40,000 to $44,999:   Families -- (Margin of Error)"
B19131e12,"Married-couple family:  With own children under 18 years:  $45,000 to $49,999:   Families -- (Estimate)"
B19131m12,"Married-couple family:  With own children under 18 years:  $45,000 to $49,999:   Families -- (Margin of Error)"
B19131e13,"Married-couple family:  With own children under 18 years:  $50,000 to $59,999:   Families -- (Estimate)"
B19131m13,"Married-couple family:  With own children under 18 years:  $50,000 to $59,999:   Families -- (Margin of Error)"
B19131e14,"Married-couple family:  With own children under 18 years:  $60,000 to $74,999:   Families -- (Estimate)"
B19131m14,"Married-couple family:  With own children under 18 years:  $60,000 to $74,999:   Families -- (Margin of Error)"
B19131e15,"Married-couple family:  With own children under 18 years:  $75,000 to $99,999:   Families -- (Estimate)"
B19131m15,"Married-couple family:  With own children under 18 years:  $75,000 to $99,999:   Families -- (Margin of Error)"
B19131e16,"Married-couple family:  With own children under 18 years:  $100,000 to $124,999:   Families -- (Estimate)"
B19131m16,"Married-couple family:  With own children under 18 years:  $100,000 to $124,999:   Families -- (Margin of Error)"
B19131e17,"Married-couple family:  With own children under 18 years:  $125,000 to $149,999:   Families -- (Estimate)"
B19131m17,"Married-couple family:  With own children under 18 years:  $125,000 to $149,999:   Families -- (Margin of Error)"
B19131e18,"Married-couple family:  With own children under 18 years:  $150,000 to $199,999:   Families -- (Estimate)"
B19131m18,"Married-couple family:  With own children under 18 years:  $150,000 to $199,999:   Families -- (Margin of Error)"
B19131e19,"Married-couple family:  With own children under 18 years:  $200,000 or more:   Families -- (Estimate)"
B19131m19,"Married-couple family:  With own children under 18 years:  $200,000 or more:   Families -- (Margin of Error)"
B19131e20,Married-couple family:  No own children under 18 years:   Families -- (Estimate)
B19131m20,Married-couple family:  No own children under 18 years:   Families -- (Margin of Error)
B19131e21,"Married-couple family:  No own children under 18 years:  Less than $10,000:   Families -- (Estimate)"
B19131m21,"Married-couple family:  No own children under 18 years:  Less than $10,000:   Families -- (Margin of Error)"
B19131e22,"Married-couple family:  No own children under 18 years:  $10,000 to $14,999:   Families -- (Estimate)"
B19131m22,"Married-couple family:  No own children under 18 years:  $10,000 to $14,999:   Families -- (Margin of Error)"
B19131e23,"Married-couple family:  No own children under 18 years:  $15,000 to $19,999:   Families -- (Estimate)"
B19131m23,"Married-couple family:  No own children under 18 years:  $15,000 to $19,999:   Families -- (Margin of Error)"
B19131e24,"Married-couple family:  No own children under 18 years:  $20,000 to $24,999:   Families -- (Estimate)"
B19131m24,"Married-couple family:  No own children under 18 years:  $20,000 to $24,999:   Families -- (Margin of Error)"
B19131e25,"Married-couple family:  No own children under 18 years:  $25,000 to $29,999:   Families -- (Estimate)"
B19131m25,"Married-couple family:  No own children under 18 years:  $25,000 to $29,999:   Families -- (Margin of Error)"
B19131e26,"Married-couple family:  No own children under 18 years:  $30,000 to $34,999:   Families -- (Estimate)"
B19131m26,"Married-couple family:  No own children under 18 years:  $30,000 to $34,999:   Families -- (Margin of Error)"
B19131e27,"Married-couple family:  No own children under 18 years:  $35,000 to $39,999:   Families -- (Estimate)"
B19131m27,"Married-couple family:  No own children under 18 years:  $35,000 to $39,999:   Families -- (Margin of Error)"
B19131e28,"Married-couple family:  No own children under 18 years:  $40,000 to $44,999:   Families -- (Estimate)"
B19131m28,"Married-couple family:  No own children under 18 years:  $40,000 to $44,999:   Families -- (Margin of Error)"
B19131e29,"Married-couple family:  No own children under 18 years:  $45,000 to $49,999:   Families -- (Estimate)"
B19131m29,"Married-couple family:  No own children under 18 years:  $45,000 to $49,999:   Families -- (Margin of Error)"
B19131e30,"Married-couple family:  No own children under 18 years:  $50,000 to $59,999:   Families -- (Estimate)"
B19131m30,"Married-couple family:  No own children under 18 years:  $50,000 to $59,999:   Families -- (Margin of Error)"
B19131e31,"Married-couple family:  No own children under 18 years:  $60,000 to $74,999:   Families -- (Estimate)"
B19131m31,"Married-couple family:  No own children under 18 years:  $60,000 to $74,999:   Families -- (Margin of Error)"
B19131e32,"Married-couple family:  No own children under 18 years:  $75,000 to $99,999:   Families -- (Estimate)"
B19131m32,"Married-couple family:  No own children under 18 years:  $75,000 to $99,999:   Families -- (Margin of Error)"
B19131e33,"Married-couple family:  No own children under 18 years:  $100,000 to $124,999:   Families -- (Estimate)"
B19131m33,"Married-couple family:  No own children under 18 years:  $100,000 to $124,999:   Families -- (Margin of Error)"
B19131e34,"Married-couple family:  No own children under 18 years:  $125,000 to $149,999:   Families -- (Estimate)"
B19131m34,"Married-couple family:  No own children under 18 years:  $125,000 to $149,999:   Families -- (Margin of Error)"
B19131e35,"Married-couple family:  No own children under 18 years:  $150,000 to $199,999:   Families -- (Estimate)"
B19131m35,"Married-couple family:  No own children under 18 years:  $150,000 to $199,999:   Families -- (Margin of Error)"
B19131e36,"Married-couple family:  No own children under 18 years:  $200,000 or more:   Families -- (Estimate)"
B19131m36,"Married-couple family:  No own children under 18 years:  $200,000 or more:   Families -- (Margin of Error)"
B19131e37,Other family:   Families -- (Estimate)
B19131m37,Other family:   Families -- (Margin of Error)
B19131e38,"Other family:  Male householder, no wife present:   Families -- (Estimate)"
B19131m38,"Other family:  Male householder, no wife present:   Families -- (Margin of Error)"
B19131e39,"Other family:  Male householder, no wife present:  With own children under 18 years:   Families -- (Estimate)"
B19131m39,"Other family:  Male householder, no wife present:  With own children under 18 years:   Families -- (Margin of Error)"
B19131e40,"Other family:  Male householder, no wife present:  With own children under 18 years:  Less than $10,000:   Families -- (Estimate)"
B19131m40,"Other family:  Male householder, no wife present:  With own children under 18 years:  Less than $10,000:   Families -- (Margin of Error)"
B19131e41,"Other family:  Male householder, no wife present:  With own children under 18 years:  $10,000 to $14,999:   Families -- (Estimate)"
B19131m41,"Other family:  Male householder, no wife present:  With own children under 18 years:  $10,000 to $14,999:   Families -- (Margin of Error)"
B19131e42,"Other family:  Male householder, no wife present:  With own children under 18 years:  $15,000 to $19,999:   Families -- (Estimate)"
B19131m42,"Other family:  Male householder, no wife present:  With own children under 18 years:  $15,000 to $19,999:   Families -- (Margin of Error)"
B19131e43,"Other family:  Male householder, no wife present:  With own children under 18 years:  $20,000 to $24,999:   Families -- (Estimate)"
B19131m43,"Other family:  Male householder, no wife present:  With own children under 18 years:  $20,000 to $24,999:   Families -- (Margin of Error)"
B19131e44,"Other family:  Male householder, no wife present:  With own children under 18 years:  $25,000 to $29,999:   Families -- (Estimate)"
B19131m44,"Other family:  Male householder, no wife present:  With own children under 18 years:  $25,000 to $29,999:   Families -- (Margin of Error)"
B19131e45,"Other family:  Male householder, no wife present:  With own children under 18 years:  $30,000 to $34,999:   Families -- (Estimate)"
B19131m45,"Other family:  Male householder, no wife present:  With own children under 18 years:  $30,000 to $34,999:   Families -- (Margin of Error)"
B19131e46,"Other family:  Male householder, no wife present:  With own children under 18 years:  $35,000 to $39,999:   Families -- (Estimate)"
B19131m46,"Other family:  Male householder, no wife present:  With own children under 18 years:  $35,000 to $39,999:   Families -- (Margin of Error)"
B19131e47,"Other family:  Male householder, no wife present:  With own children under 18 years:  $40,000 to $44,999:   Families -- (Estimate)"
B19131m47,"Other family:  Male householder, no wife present:  With own children under 18 years:  $40,000 to $44,999:   Families -- (Margin of Error)"
B19131e48,"Other family:  Male householder, no wife present:  With own children under 18 years:  $45,000 to $49,999:   Families -- (Estimate)"
B19131m48,"Other family:  Male householder, no wife present:  With own children under 18 years:  $45,000 to $49,999:   Families -- (Margin of Error)"
B19131e49,"Other family:  Male householder, no wife present:  With own children under 18 years:  $50,000 to $59,999:   Families -- (Estimate)"
B19131m49,"Other family:  Male householder, no wife present:  With own children under 18 years:  $50,000 to $59,999:   Families -- (Margin of Error)"
B19131e50,"Other family:  Male householder, no wife present:  With own children under 18 years:  $60,000 to $74,999:   Families -- (Estimate)"
B19131m50,"Other family:  Male householder, no wife present:  With own children under 18 years:  $60,000 to $74,999:   Families -- (Margin of Error)"
B19131e51,"Other family:  Male householder, no wife present:  With own children under 18 years:  $75,000 to $99,999:   Families -- (Estimate)"
B19131m51,"Other family:  Male householder, no wife present:  With own children under 18 years:  $75,000 to $99,999:   Families -- (Margin of Error)"
B19131e52,"Other family:  Male householder, no wife present:  With own children under 18 years:  $100,000 to $124,999:   Families -- (Estimate)"
B19131m52,"Other family:  Male householder, no wife present:  With own children under 18 years:  $100,000 to $124,999:   Families -- (Margin of Error)"
B19131e53,"Other family:  Male householder, no wife present:  With own children under 18 years:  $125,000 to $149,999:   Families -- (Estimate)"
B19131m53,"Other family:  Male householder, no wife present:  With own children under 18 years:  $125,000 to $149,999:   Families -- (Margin of Error)"
B19131e54,"Other family:  Male householder, no wife present:  With own children under 18 years:  $150,000 to $199,999:   Families -- (Estimate)"
B19131m54,"Other family:  Male householder, no wife present:  With own children under 18 years:  $150,000 to $199,999:   Families -- (Margin of Error)"
B19131e55,"Other family:  Male householder, no wife present:  With own children under 18 years:  $200,000 or more:   Families -- (Estimate)"
B19131m55,"Other family:  Male householder, no wife present:  With own children under 18 years:  $200,000 or more:   Families -- (Margin of Error)"
B19131e56,"Other family:  Male householder, no wife present:  No own children under 18 years:   Families -- (Estimate)"
B19131m56,"Other family:  Male householder, no wife present:  No own children under 18 years:   Families -- (Margin of Error)"
B19131e57,"Other family:  Male householder, no wife present:  No own children under 18 years:  Less than $10,000:   Families -- (Estimate)"
B19131m57,"Other family:  Male householder, no wife present:  No own children under 18 years:  Less than $10,000:   Families -- (Margin of Error)"
B19131e58,"Other family:  Male householder, no wife present:  No own children under 18 years:  $10,000 to $14,999:   Families -- (Estimate)"
B19131m58,"Other family:  Male householder, no wife present:  No own children under 18 years:  $10,000 to $14,999:   Families -- (Margin of Error)"
B19131e59,"Other family:  Male householder, no wife present:  No own children under 18 years:  $15,000 to $19,999:   Families -- (Estimate)"
B19131m59,"Other family:  Male householder, no wife present:  No own children under 18 years:  $15,000 to $19,999:   Families -- (Margin of Error)"
B19131e60,"Other family:  Male householder, no wife present:  No own children under 18 years:  $20,000 to $24,999:   Families -- (Estimate)"
B19131m60,"Other family:  Male householder, no wife present:  No own children under 18 years:  $20,000 to $24,999:   Families -- (Margin of Error)"
B19131e61,"Other family:  Male householder, no wife present:  No own children under 18 years:  $25,000 to $29,999:   Families -- (Estimate)"
B19131m61,"Other family:  Male householder, no wife present:  No own children under 18 years:  $25,000 to $29,999:   Families -- (Margin of Error)"
B19131e62,"Other family:  Male householder, no wife present:  No own children under 18 years:  $30,000 to $34,999:   Families -- (Estimate)"
B19131m62,"Other family:  Male householder, no wife present:  No own children under 18 years:  $30,000 to $34,999:   Families -- (Margin of Error)"
B19131e63,"Other family:  Male householder, no wife present:  No own children under 18 years:  $35,000 to $39,999:   Families -- (Estimate)"
B19131m63,"Other family:  Male householder, no wife present:  No own children under 18 years:  $35,000 to $39,999:   Families -- (Margin of Error)"
B19131e64,"Other family:  Male householder, no wife present:  No own children under 18 years:  $40,000 to $44,999:   Families -- (Estimate)"
