"FMID","MarketName","Website","street","city","County","State","zip","Season1Date","Season1Time","Season2Date","Season2Time","Season3Date","Season3Time","Season4Date","Season4Time","x","y","Location","Credit","WIC","WICcash","SFMNP","SNAP","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","updateTime"
1002823,"Hillsdale Farmers Market",,"115 S Broad St, County Fairgrounds","Hillsdale","Hillsdale","Michigan",49242,,,,,,,,,-84.6278,41.9148,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 23 2010 2:54PM"
1002855,"Hillside Farmers Market",,"2870 Hwy 275","Hamburg","Fremont","Iowa",51650,,,,,,,,,-95.649,40.6306,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 21 2010 5:33PM"
1001833,"Hillside Market","http://www.hillsidefleamarkets.com","7753 NYS RT. 3 (Seaway Trail) Pulaski","Pulaski","Oswego","New York",13142,"05/04/2013 to 09/28/2013","Sat: 9:00 AM-5:00 PM;Sun: 9:00 AM-5:00 PM;",,,,,,,-76.17474,43.58661,"Other","Y","N","Y","N","N","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","Y","N","Y","Y","N","Y",6/10/2013 19:59
1001834,"Hilltown Farmers Market",,"2958 Route 145,","PRESTON HOLLOW","Albany","New York",12469,,,,,,,,,-74.2013,42.4384,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 16 2010 9:44AM"
1005775,"Hilo Coffee Mill Market @ The Mill","http://www.hilocoffeemill.com","17-995 Volcano Rd","Mountain View","Hawaii","Hawaii",96771,"01/01/2013 to 12/31/2013","Sat: 8:00 AM-1:00 PM;",,,,,,,-155.0884,19.56462,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","Y","N",6/13/2013 15:27
1005881,"Hilo Farmers Market","http://www.hilofarmersmarket.com","Corner of Kamehameha Ave. & Mamo St.","Hilo","Hawaii","Hawaii",96720,"January to December","Mon:7:00 AM - 4:00 PM;Tue:7:00 AM - 4:00 PM;Wed:6:00 AM - 4:00 PM;Thu:7:00 AM - 4:00 PM;Fri:7:00 AM - 4:00 PM;Sat:6:00 AM - 4:00 PM;sun:7:00 AM - 4:00 PM;",,,,,,,-155.0848,19.723358,"Other","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","N",5/29/2012 3:13
1002686,"Hines Veterans Hospital Farmers Market",,"5th Ave.","Hines","Cook","Illinois",60141,"06/20/2013 to 09/12/2013","Thu: 7:00 AM-1:00 PM;",,,,,,,-87.837614,41.846149,"Federal/State government building grounds","Y","N","N","N","N","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","N","N","N","N","Y","N","N",6/27/2013 12:04
1002275,"Hinesburg Lions Farmers' Market",,"United Church of Hinesburg","Hinesburg","Chittenden","Vermont",5461,,"Thu: 3:00 PM-6:00 PM;",,,,,,,-73.1107,44.3302,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","N","N","N","Y","Y","N","N",7/11/2013 16:41
1008020,"Hingham Farmers Market","http://www.hinghamfarmersmarket.org","96 Otis Street","Hingham","Plymouth","Massachusetts",2043,"05/04/2013 to 11/16/2013","Sat: 10:00 AM-2:00 PM;",,,,,,,-70.888205,42.247423,"Local government building grounds","Y","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","Y","N","N","N",6/11/2013 16:56
1008586,"Hinkebein Hills Farm and Market","http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1933","434 Whispering Wind Lane","Cape Girardeau","Cape Girardeau","Missouri",63701,,,,,,,,,-89.492388,37.369965,"On a farm from: a barn, a greenhouse, a tent, a stand, etc","Y","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","Y","N","N","N","Y","Y","N","N","N",6/26/2013 16:56
1005076,"Hinsdale Farmers Market","http://www.hinsdalechamber.com","30 E. Chicago Ave.","Hinsdale","DuPage","Illinois",60521,"June to October","Mon:7:00 AM - 1:00 PM;",,,,,,,-87.928694,41.8036543,"Closed-off public street","Y","N","N","N","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","N","Y","N","N","N",4/26/2012 16:37
20152,"Hip Donelson Community Farmers Market",,"108 Donelson Pike","Nashville",,"Tennessee",37214,,,,,,,,,-86.6641,36.1667,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1001303,"Historic City Farmers' Market","http://www.hagerstownmarket.org","25 W. Church St.","Hagerstown","Washington","Maryland",21740,"01/05/2013 to 12/28/2013","Sat: 5:00 AM-12:00 PM;",,,,,,,-77.719662,39.644619,"Local government building grounds","Y","Y","N","Y","N","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N",6/28/2013 9:43
1004535,"Historic Downtown Hot Springs Farmers Market","http://www.hotspringsfarmersmarket.com","121 Orange St","Hot Springs","Garland","Arkansas",71901,"05/04/2013 to 10/26/2013","Tue: 5:00 PM-8:00 PM;Sat: 7:00 AM-12:00 PM;","11/02/2013 to 04/26/2014","Sat: 9:00 AM-12:00 PM;",,,,,-93.050871,34.504402,"Local government building grounds","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/17/2013 12:23
1002763,"Historic Downtown Liberty Farmers' Market","http://www.historicdowntownliberty.org/community/farmers-market/","111 N. Water St.","Liberty","Clay","Missouri",64068,"05/04/2013 to 10/25/2013","Sun: 7:00 AM-12:00 PM;",,,,,,,-94.419926,39.246363,"Local government building grounds","Y","N","N","N","Y","Y","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N",7/1/2013 13:04
20153,"Historic Harrison Farmers' Market","http://www.harrisonohio.org/filestorage/276/286/315/1252/1180/Farmers_Fest_13_Flyer.pdf","Walnut St and S. State St","Harrison",,"Ohio",45030,,,,,,,,,-84.8185,39.262,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",
1000319,"Historic Lafayette Farmers Market","http://www.lafayettefarmersmarket.com","5th Street in Downtwon Lafayette","Lafayette","Tippecanoe","Indiana",47901,"May to November","Tue:7:30 am - 12:30 pm;Sat:7:30 am - 12:30 pm;",,,,,,,-86.8941,40.3886,"Closed-off public street","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N",4/19/2011 14:33
1000320,"Historic Lafayette Farmers Market","http://www.lafayettefarmersmarket.com","Dauch Alumni Center","West Lafayette","Tippecanoe","Indiana",47906,"May to October","Thu:3:00 pm - 6:30 pm;",,,,,,,-86.9108,40.4219,"Educational institution","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","N","N","N",4/19/2011 14:33
1008455,"historic lewes farmers market",,"110 Shipcarpenter Street","Lewes",,"Delaware",19958,,,,,,,,,,,,"Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",6/25/2013 14:45
1008494,"historic lewes farmers market","http://www.historiclewesfarmersmarket.org","110 Shipcarpenter Street","Lewes","Sussex","Delaware",19958,"05/11/2013 to 09/28/2013","Sat: 8:00 AM-12:00 PM;","11/23/2013 to 11/23/2013","Sat: 9:00 AM-12:00 PM;",,,,,-75.143181,38.776822,"Other","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/25/2013 17:39
1008495,"Historic Lewes Farmers Market","http://www.historiclewesfarmersmarket.org","Savannah Road and Sussex Ddrive","Lewes","Sussex","Delaware",19958,"10/05/2013 to 11/16/2013","Sat: 9:00 AM-12:00 PM;",,,,,,,-75.148459,38.767269,"Educational institution","Y","N","N","N","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","N","N",6/25/2013 17:34
1002975,"Historic Longview Farmers Market","http://www.historiclongviewfarmersmarket.com","105 West Cotton Street","Longview","Gregg","Texas",75605,"03/30/2013 to 11/16/2013","Sat: 8:00 AM-12:00 PM;",,,,,,,-94.7408857,32.4940998,"Other","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y",6/10/2013 23:21
1004426,"Historic Manassas Farmers Market","http://www.historicmanassasinc.org","Church St. & Quarry St.","Manassas","Prince William","Virginia",20110,,,,,,,,,-77.4765,38.7528,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1001292,"Historic Marion Tailgate Market",,"69 West Henderson Street","Marion","McDowell","North Carolina",28752,,,,,,,,,-82.0091,35.6827,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Apr 19 2010 4:24PM"
1000938,"Historic McKinney Farmers Market at Chestnut Square Historic Village","http://www.mckinneyfarmersmarket.com","315 S. Chestnut St.","McKinney","Collin","Texas",75069,"January to December","Sat:8:00 AM - 12:00 PM;",,,,,,,-96.612976,33.193898,"Other","Y","N","N","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y",5/12/2012 17:08
20154,"Historic Newburgh Farmers Market","http://www.localharvest.org/historic-newburgh-farmers-market-M43259","Town Hall parking lot","Newburgh",,"New York",12550,,,,,,,,,-74.0424,41.5379,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",
1003422,"Historic Park Irvine","http://www.orange.cfbf.com","1 Irvine Park Rd.","City of irvine","Orange","California",92869,"01/01/2013 to 12/31/2013","Tue: 9:00 AM-1:00 PM;",,,,,,,-117.7580724657,33.7962694466,"Local government building grounds","Y","Y","N","Y","N","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N",6/13/2013 20:41
1008762,"Historic Polegreen Church Farmers Market","http://www.growrva.com/","6411 Heatherwood Drive","Mechanicsville","Hanover","Virginia",23116,"06/18/2013 to 08/06/2013","Tue: 4:00 PM-7:00 PM;",,,,,,,-77.329272,37.645203,"Other","Y","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/28/2013 13:06
1000634,"Historic West Main Street Farmers Market",,"1936 West Main Street","Fort Wayne","Allen","Indiana",46808,"05/10/2013 to 10/18/2013","Fri: 3:00 PM-8:00 PM;",,,,,,,-85.1679,41.0787,"Private business parking lot","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","N","N","N","Y","Y","Y","N",6/10/2013 12:46
1000407,"Hitching Lot Farmers Market",,"2nd Avenue North","Columbus","Lowndes","Mississippi",39701,,,,,,,,,-88.414,33.4983,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1006950,"Ho'oulu Community Farmers Market",,"Keauhou Beach Resort Royal Gardens","Kailua-Kona","Hawaii County","Hawaii",,,,,,,,,,-155.996,19.6406,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1006400,"Hobart Farmers Market",,"Courthouse Square","Hobart","Kiowa","Oklahoma",73651,,,,,,,,,-99.0931,35.0256,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002429,"Hobart Farmers' Market","http://www.hobartfarmersmarket.com","101 Maple Avenue","Hobart","Delaware","New York",13788,"June to September","Fri:4:00 PM - 7:00 PM;",,,,,,,-74.664452,42.3669324,"Local government building grounds","Y","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N",6/1/2012 11:57
1002121,"Hobart Summer Market on the Lake","http://www.cityofhobart.org","Festival Park - 111 E. Old Ridge Road","Hobart","Lake","Indiana",46342,"06/06/2013 to 09/26/2013","Thu: 3:00 PM-8:00 PM;",,,,,,,-87.2586634,41.5369057,"Local government building grounds","Y","N","N","N","N","Y","N","Y","N","N","N","N","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","Y",6/17/2013 17:02
1003307,"Hoboken Uptown Farmers' Market","http://www.hobokenfarmersmarket.com","Hudson St between 13th and 14th Sts","Hoboken","Hudson","New Jersey",7030,"06/06/2013 to 10/31/2013","Thu: 2:00 PM-7:00 PM;",,,,,,,-74.025342,40.752429,"Other","Y","Y","N","Y","N","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","N","N",6/11/2013 14:39
1007329,"Hocking Hills Farmers Market",,"26820 U.S. Rt. 33","Rockbridge","Hocking","Ohio",43149,,,,,,,,,-81.3719,40.8595,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000839,"Hodag Farmers' Market",,"Pioneer Park 600-1000 Oneida Ave","Rhinelander","Oneida","Wisconsin",54501,,,,,,,,,-89.4078,45.6295,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 13 2010 3:12PM"
1008679,"Hogensburg Farmers' Market",,"Cook Rd","Hogansburg","St. Lawrence","New York",,,"Tue: 9:00 AM-4:00 PM;Wed: 9:00 AM-4:00 PM;",,,,,,,-74.629644,44.987717,"Local government building grounds","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",6/27/2013 15:29
20155,"Hoke County Farmers Market",,"240 N. Main Street","Raeford",,"North Carolina",28376,,,,,,,,,-79.224,34.9804,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",
1006989,"Holbrook",,"231 Union St., Rt 139","Holbrook","Norfolk","Massachusetts",2343,,,,,,,,,-71.0189,42.1551,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1006919,"Holden",,"Damon House Lot, Corner of Rt. 31 and 122 A","Holden","Worcester","Massachusetts",1531,"May to October",,,,,,,,-71.856014,42.354679,,"Y","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N",8/29/2012 12:15
1008026,"Holden",,"Shrewsbury and Wachusett Streets","New Braintree","Worcester","Massachusetts",1531,,,,,,,,,-71.8333,42.3361,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",8/29/2012 12:15
1008587,"Holden Farmers' Market","http://www.holdenmarket.com","Holden City Park","Holden","Johnson","Missouri",64040,"06/01/2013 to 09/28/2013","Sat: 7:00 AM-12:00 PM;",,,,,,,-93.989412,38.713456,"Local government building grounds","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N",6/26/2013 17:07
1000943,"Holdrege Area Farmers Market",,"Phelps County Courthouse lawn","Holdrege","Phelps","Nebraska",68982,,,,,,,,,-99.3646,40.4526,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007311,"Holiday Island Farmers Market",,"2 Holiday Island Drive","Holiday Island","Carroll","Arkansas",72631,"April to October","Fri:8:00 AM - 12:00 PM;",,,,,,,-93.725631,36.455238,"Private business parking lot","Y","N","N","Y","N","N","N","Y","N","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","N",5/7/2012 9:08
1000695,"Holland Farmers' Market","http://www.hollandfarmersmarket.com","150 W. 8th Street","Holland","Ottawa","Michigan",49423,"05/15/2013 to 12/14/2013","Wed: 8:00 AM-3:00 PM;Sat: 8:00 AM-3:00 PM;",,,,,,,-86.113329,42.790299,"Closed-off public street","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N",6/12/2013 11:43
1002261,"Holland Farmers Market",,"Municipal town parking lot, Route 16, next to fire dept","Holland","Erie","New York",,,,,,,,,,-78.5425,42.6419,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 20 2010 8:15AM"
1000457,"Hollidaysburg Farmers Market",,"On the Diamond","Hollidaysburg","Blair","Pennsylvania",,,,,,,,,,-78.3889,40.4273,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1005561,"Hollister Certified Farmers' Market","http://www.downtownhollister.org","5th Street","Hollister","San Benito","California",95023,,,,,,,,,-121.402431,36.851477,"Closed-off public street","Y","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N",6/17/2013 14:07
1003387,"Holly Springs Farmers Market","http://www.hsfarmersmarket.com","128 S. Main St","Holly Springs","Wake","North Carolina",27540,"05/04/2013 to 10/12/2013","Sat: 8:30 AM-12:30 PM;",,,,,,,-78.83346,35.650697,"Local government building grounds","Y","N","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N",6/18/2013 11:33
1000201,"Holly Springs Farmers' Market",,"Memphis Street","Holly Springs","Marshall","Mississippi",38635,"May to August","Sat:7:00 AM - 12:00 PM;",,,,,,,-89.4485845,34.7730529,"Federal/State government building grounds","Y","N","N","N","N","N","N","N","Y","Y","N","Y","Y","N","Y","N","N","Y","N","Y","N","N","N","N","N",6/5/2012 9:59
1000118,"Hollywood Farmers Market","http://www.hollywoodfarmersmarket.org/","NE Hancock between 44th & 45th Avenue","Portland","Multnomah","Oregon",97213,"05/04/2013 to 10/26/2013","Sat: 8:00 AM-1:00 PM;","11/02/2013 to 11/23/2013","Sat: 9:00 AM-1:00 PM;","12/07/2013 to 04/26/2014","Sat: 9:00 AM-1:00 PM;",,,-122.6174,45.53642,"Closed-off public street","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y",6/11/2013 13:35
1000052,"Hollywood Farmers' Market","http://www.seela.org","1500 Ivar Ave. & Selma Ave","Los Angeles","Los Angeles","California",90028,,"Sun: 8:00 AM-1:00 PM;",,,,,,,-118.3283,34.09986,"Closed-off public street","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N",6/10/2013 15:28
1003541,"Hollywood Market @ Young Circle","http://www.themarketcompany.org","1 Young Circle","Hollywood","Broward","Florida",33022,,,,,,,,,-80.1192,25.9926,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Jun 1 2010 2:44PM"
1001880,"Hollywood Media Farmers Market","http://www.farmernet.com","1100 Block of Cole Ave.","Hollister","Los Angeles","California",95023,,,,,,,,,-121.607,36.7105,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007203,"Holmen Farmers Market",,"Holmen Square (Skogen's IGA parking lot)","Holmen",,"Wisconsin",,,,,,,,,,-91.2652,43.969,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000269,"Holmes County Farmers Market",,"224 N. Clay Street","St. Millersburg","Holmes","Ohio",44654,,,,,,,,,-81.9173,40.5558,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1000918,"Holt Farmers Market","http://www.holtfarmersmarket.org","2150 Cedar Street","Holt","Ingham","Michigan",48842,"05/04/2013 to 11/16/2013","Sat: 9:00 AM-2:00 PM;",,,,,,,-84.520014,42.645141,"Local government building grounds","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N",6/10/2013 13:42
1005142,"Holy Cross Hospital Farmers Market",,"1500 Forest Glen Road","Silver Spring","Montgomery","Maryland",20910,,,,,,,,,-77.0359,39.0158,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1000941,"Holy Trinity Farmers Market","http://www.holytrinitymansfield.org/","525 W. Cook Rd.","Mansfield","Richland","Ohio",44907,"06/04/2013 to 09/10/2013","Tue: 3:00 PM-6:00 PM;",,,,,,,-82.534994,40.732698,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","N","N","N","N","Y","N","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","Y","N","N","N","Y","N",6/13/2013 19:37
1006902,"Holyoke/Donahue Elementary School",,"210 Whiting Farms Road","Holyoke","Hampden","Massachusetts",1040,,,,,,,,,-72.6404,42.1781,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1006970,"Holyoke/Friday",,"330 Whitney Ave.","Holyoke","Hampden","Massachusetts",1040,,,,,,,,,-72.6451,42.1696,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2011
1005534,"Holyoke/Open Square","http://www.opensquare.com","4 Open Square Way","Holyoke","Hampden","Massachusetts",1040,"06/01/2013 to 10/19/2013","Sat: 9:30 AM-1:30 PM;",,,,,,,-72.6028512,42.2079359,"Private business parking lot","Y","N","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y",6/12/2013 13:47
1000499,"Home Grown Farm Market","http://www.homegrownfarmmarket.webs.com","21078 Three Notch Road","Lexington Park","St. Mary's","Maryland",20653,"03/23/2013 to 12/28/2013","Sat: 9:00 AM-1:00 PM;",,,,,,,-76.422028,38.2466343,"Local government building grounds","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","Y",6/13/2013 9:30
1007786,"Home Grown Market on the Square","http://www.rockislandcountyextension.blogspot.com","321 West 2nd Avenue","Milan","Rock Island","Illinois",61264,,,,,,,,,-90.5707,41.4525,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 14 2010 11:39AM"
1004440,"Homegrown Alabama Farmers Market","http://www.homegrownalabama.com","812 5th Avenue","Tuscaloosa","Tuscaloosa","Alabama",35401,"04/18/2013 to 10/24/2013","Thu: 3:00 PM-6:00 PM;",,,,,,,-87.54266,33.20742,"Faith-based institution (e.g., church, mosque, synagogue, temple)","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","Y","Y","N",6/17/2013 11:41
1005558,"Homer Farmers Market","http://www.homerfarmersmarket.com","28 South Main Street","Homer","Cortland","New York",13077,"May to October","Wed:4:30 PM - 7:00 PM;Sat:9:00 AM - 1:00 PM;",,,,,,,-76.1785826,42.6360617,"Other","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y",4/26/2012 15:26
1006943,"Homer Farmers Market",,"109 East Leigh street (M-60)","Homer","Calhoun","Michigan",49245,,,,,,,,,-84.8066,42.1465,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","May 5 2010 6:10AM"
1007267,"Homer Farmers Market","http://www.homerfarmersmarket.org","Ocean Drive","Homer","Kenai Peninsula","Alaska",99603,"05/25/2013 to 10/02/2013","Wed: 3:00 PM-6:00 PM;Sat: 10:00 AM-3:00 PM;",,,,,,,-151.512567,59.638196,"Private business parking lot","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","Y","N",6/13/2013 21:51
1005984,"Homer Glen Farmers Market","http://www.merrillsmarkets.com","14933 S. Founders Center","Homer Glen","Will","Illinois",60491,"May to October","Sat:9:00 AM - 1:00 PM;",,,,,,,-87.932103,41.618362,"Closed-off public street","Y","N","N","N","N","Y","Y","N","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","Y","Y","Y","N","N","N",4/25/2012 13:31
1004737,"Homestead Farm Market","http://www.johnjayhomestead.org","400 Jay Street","Katonah","Westchester","New York",10536,"June to October","Sat:9:00 AM - 1:00 PM;",,,,,,,-73.658781,41.247967,"Federal/State government building grounds","Y","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","Y",6/5/2012 16:21
1005153,"Homestead Farmer's Market",,"4125 V Street","Homestead","Iowa","Iowa",52236,"May to September","Fri:4:00 pm - 7:00 pm;",,,,,,,-91.8777,41.7613,"Private business parking lot","Y","N","N","N","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N",4/8/2011 12:52
1002403,"Homestead Harvest Market","http://www.harvestmarkets.org/homestead","12690 SW 280 ST","Homestead","Miami-Dade","Florida",33033,,"Sat: 8:00 AM-2:00 PM;",,,,,,,-80.395503,25.506271,"Local government building grounds","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",6/26/2013 8:06
20156,"Homesteading Hut & Farmstand","http://www.localharvest.org/homesteading-hut-farmstand-M59516","1131 Route 390","Cresco",,"Pennsylvania",18326,,,,,,,,,-75.2691,41.18,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N",
1007067,"Hometown Farmers Market",,"Rural Delivery 1","Tamaqua","Schuylkill","Pennsylvania",18252,,,,,,,,,-75.469,40.6116,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1008589,"Hometown Market","http://www.agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=656","West and Walton Streets","Warrenton","Warren","Missouri",63383,"07/06/2013 to 10/26/2013","Sat: 8:00 AM-11:00 AM;",,,,,,,-91.151182,38.810187,"Local government building grounds","Y","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N",6/26/2013 17:14
1000658,"Homewood Farmers Market","http://www.foothillfarmersmarket.com","Homewood Ski Resort, Parking Lot of Hwy. 89","Homewood","Placer","California",96141,,,,,,,,,-120.169,39.0978,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1002095,"Homewood Farmers Market","http://www.homesweethomewood.com","18200 Dixie Highway","Homewood","Cook","Illinois",60430,,,,,,,,,-87.6654,41.5635,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
1007524,"Honokaa Farmers Market",,"Old Botelho Bldg.","Honokaa","Hawaii","Hawaii",96727,,,,,,,,,-155.087,19.7263,,"Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",2009
